-0.028664847,-0.002712438,0.031111412
-0.011354906,0.016585808,-0.005496775
0.014493047,-0.009262146,-0.005496775
0.013557375,-0.008326473,-0.005496775
0.010282521,-0.005051619,-0.005496775
-0.028601429,0.033820759,-0.005484614
0.014493047,-0.009262146,-0.005496775
0.015545679,-0.010314777,-0.005496775
-0.027558674,0.013385944,0.013906269
-0.012353996,0.0089415,0.003146035
0.008879012,-0.003648111,-0.005496775
0.015311761,-0.010080859,-0.005496775
0.004955945,-0.016672535,0.011450128
0.007646004,-0.006146219,-0.001766246
0.022265887,-0.017491249,-0.0050411
-0.028601429,0.033820759,-0.005484614
0.013323457,-0.008092555,-0.005496775
0.004722027,5.26E-05,-0.0050411
-0.011067446,-0.001350898,0.012151883
